1.000000000000000000e+00,3.660000000000000142e+01
1.022110552763819014e+00,3.660000000000000142e+01
1.044221105527638249e+00,3.660000000000000142e+01
1.066331658291457263e+00,3.660000000000000142e+01
1.088442211055276498e+00,3.660000000000000142e+01
1.110552763819095512e+00,3.660000000000000142e+01
1.132727272727272805e+00,3.660000000000000142e+01
1.154747474747474634e+00,3.660000000000000142e+01
1.176884422110552775e+00,3.660000000000000142e+01
1.198994974874371788e+00,3.660000000000000142e+01
1.221105527638191024e+00,3.660000000000000142e+01
1.243216080402010038e+00,3.660000000000000142e+01
1.265326633165829051e+00,3.660000000000000142e+01
1.287437185929648287e+00,3.660000000000000142e+01
1.309547738693467300e+00,3.660000000000000142e+01
1.331658291457286536e+00,3.660000000000000142e+01
1.353768844221105550e+00,3.660000000000000142e+01
1.375959595959596049e+00,3.660000000000000142e+01
1.397979797979797878e+00,3.660000000000000142e+01
1.420100502512562812e+00,3.660000000000000142e+01
1.442211055276381826e+00,3.660000000000000142e+01
1.464321608040201061e+00,3.660000000000000142e+01
1.486432160804020075e+00,3.660000000000000142e+01
1.508542713567839311e+00,3.660000000000000142e+01
1.530653266331658324e+00,3.660000000000000142e+01
1.552763819095477338e+00,3.660000000000000142e+01
1.574874371859296573e+00,3.660000000000000142e+01
1.596984924623115587e+00,3.660000000000000142e+01
1.618989898989898979e+00,3.660000000000000142e+01
1.641005025125628070e+00,3.660000000000000142e+01
1.663115577889447083e+00,3.660000000000000142e+01
1.685226130653266319e+00,3.660000000000000142e+01
1.707336683417085332e+00,3.660000000000000142e+01
1.729447236180904568e+00,3.660000000000000142e+01
1.751557788944723582e+00,3.660000000000000142e+01
1.773668341708542817e+00,3.660000000000000142e+01
1.795778894472361831e+00,3.660000000000000142e+01
1.817889447236181066e+00,3.660000000000000142e+01
1.840000000000000080e+00,3.660000000000000142e+01
1.862020202020201909e+00,3.660000000000000142e+01
1.884221105527638107e+00,3.660000000000000142e+01
1.906331658291457121e+00,3.660000000000000142e+01
1.928442211055276356e+00,3.660000000000000142e+01
1.950552763819095370e+00,3.660000000000000142e+01
1.972663316582914605e+00,3.660000000000000142e+01
1.994773869346733619e+00,3.660000000000000142e+01
2.016884422110552855e+00,3.660000000000000142e+01
2.038994974874372090e+00,3.660000000000000142e+01
2.061105527638190882e+00,3.660000000000000142e+01
2.083216080402010117e+00,3.660000000000000142e+01
